order_id,product_id,category,price,base_price,amount,status,user_id,region,priority,order_date,quantity,payment_method,old_name
ORD104903,P1599,Electronics,2424.81,678.87,3045.33,Pending,U3417,South,Medium,2025-09-10,4,Debit Card,item_157
ORD104904,P1221,Clothing,2319.2,213.7,2338.22,Pending,U2292,Central,High,2025-04-26,10,UPI,item_263
ORD104905,P1362,Electronics,,263.06,3956.81,Pending,U2069,West,High,2024-09-07,10,Net Banking,item_283
ORD104906,P1098,Clothing,3902.13,1054.1,3322.11,Completed,U3219,East,Low,2025-01-29,16,Credit Card,item_499
ORD104907,P1508,Furniture,466.43,2258.8,3951.41,Pending,U3256,Central,High,2024-03-14,3,Credit Card,item_291
ORD104908,P1051,Books,4376.02,2584.54,5150.94,Refunded,U2189,East,High,2024-10-03,9,Net Banking,item_15
ORD104909,P1141,Toys,3697.38,1239.66,3254.55,Completed,U3337,North,Low,2024-10-28,14,COD,item_423
ORD104910,P1960,Toys,1623.24,1420.74,3515.58,Cancelled,U3438,South,High,2024-06-20,16,Debit Card,item_433
ORD104911,P1061,Electronics,3767.45,2726.34,2155.39,Pending,U3152,North,Low,2024-11-28,7,Net Banking,item_358
ORD104912,P1819,Books,1353.01,3719.92,4422.67,Completed,U2720,West,Low,2024-03-21,5,Net Banking,item_442
ORD104913,P1414,Groceries,1891.03,238.95,1702.43,Pending,U2140,East,Low,2024-12-31,17,COD,item_430
ORD104914,P1591,Furniture,1584.73,1084.32,7414.6,Completed,U3225,North,Medium,2025-08-18,8,Credit Card,item_122
ORD104915,P1384,Furniture,,3093.39,2463.33,Processing,U2229,North,Medium,2025-01-18,18,Credit Card,item_130
ORD104916,P1961,Books,1439.31,1395.99,7791.94,Cancelled,U2940,North,Medium,2024-10-01,8,UPI,item_83
ORD104917,P1963,Books,4605.76,2474.93,5784.59,Refunded,U2624,East,Low,2024-10-22,2,Credit Card,item_45
ORD104918,P1225,Clothing,3426.11,1041.38,6545.7,Refunded,U3249,Central,High,2024-11-04,18,Net Banking,item_358
ORD104919,P1997,Groceries,,794.26,4457.75,Cancelled,U2101,West,Medium,2024-03-20,10,COD,item_280
ORD104920,P1240,Furniture,4989.36,1365.33,6041.69,Completed,U3406,Central,Low,2025-06-30,20,Net Banking,item_44
ORD104921,P1831,Books,3755.75,506.96,1906.0,Cancelled,U2122,West,High,2024-12-18,12,COD,item_31
ORD104922,P1351,Clothing,1419.1,1732.52,7387.42,Completed,U3459,West,Low,2024-02-08,4,Net Banking,item_90
ORD104923,P1942,Electronics,1865.09,1128.35,2458.55,Cancelled,U2834,West,Medium,2024-07-08,6,Net Banking,item_232
ORD104924,P1938,Books,3661.35,1220.26,7976.19,Cancelled,U2165,North,High,2025-06-12,17,Net Banking,item_35
ORD104925,P1687,Groceries,1005.52,3342.11,4582.5,Cancelled,U2162,West,Medium,2025-07-11,10,Debit Card,item_19
ORD104926,P1560,Electronics,2793.42,2637.31,1830.32,Completed,,North,Low,2024-02-24,2,Debit Card,item_499
ORD104927,P1220,Groceries,2034.36,178.34,4032.97,Cancelled,U2128,East,Medium,2025-05-27,3,Credit Card,item_406
ORD104928,P1788,Furniture,3864.41,2378.71,1543.0,Pending,U2526,Central,Medium,2025-04-16,4,Debit Card,item_451
ORD104929,P1262,Books,3089.6,605.52,5432.54,Cancelled,U2161,South,Medium,2024-10-09,4,UPI,item_440
ORD104930,P1109,Books,4959.75,908.61,4972.12,Processing,U2724,South,High,2024-12-14,13,Debit Card,item_114
ORD104931,P1601,Furniture,688.07,1810.06,564.92,Refunded,,South,Medium,2024-09-27,19,UPI,item_91
ORD104932,P1618,Electronics,326.86,3387.05,6831.46,Pending,U3245,West,Low,2024-09-09,20,Debit Card,item_459
ORD104933,P1674,Furniture,778.23,1734.4,3344.41,Cancelled,U2479,East,High,2024-01-28,2,Net Banking,item_370
ORD104934,P1631,Furniture,1470.06,1286.76,1175.55,Completed,U3257,North,Low,2025-01-22,7,Debit Card,item_449
ORD104935,P1551,Groceries,3561.99,1052.01,5514.17,Refunded,U2051,Central,High,2025-06-16,20,UPI,item_148
ORD104936,P1203,Sports,71.49,3069.42,5802.34,Processing,U2006,South,Low,2024-08-03,19,Debit Card,item_363
ORD104937,P1284,Sports,303.09,277.11,3763.13,Cancelled,U2544,West,Medium,2024-02-08,2,UPI,item_366
ORD104938,P1656,Sports,2131.19,2619.75,1911.85,Completed,U2501,Central,High,2024-01-26,19,Debit Card,item_165
ORD104939,P1571,Groceries,1819.62,3934.6,1444.73,Refunded,U3232,South,Low,2025-04-13,5,Debit Card,item_125
ORD104940,P1099,Toys,4967.76,1433.28,6141.8,Cancelled,U2176,West,High,2024-09-13,7,UPI,item_68
ORD104941,P1097,Groceries,2868.03,1454.45,3687.37,Completed,U3407,Central,Medium,2025-05-28,4,COD,item_281
ORD104942,P1204,Toys,747.11,1822.86,6337.53,Completed,U3456,West,Medium,2024-11-22,7,Debit Card,item_422
ORD104943,P1071,Books,695.16,268.39,943.33,Completed,U2150,South,Low,2024-01-28,8,COD,item_200
ORD104944,P1786,Groceries,444.79,3987.5,6065.0,Processing,U3456,Central,Low,2025-02-03,5,UPI,item_130
ORD104945,P1921,Sports,3217.56,1754.99,6559.69,Cancelled,U2018,South,Medium,2025-09-13,12,Credit Card,item_21
ORD104946,P1106,Electronics,2631.36,1650.98,1501.49,Pending,U3266,South,High,2024-06-30,14,Credit Card,item_119
ORD104947,P1052,Electronics,4780.33,1303.48,4683.02,Refunded,U2328,West,High,2025-01-08,10,UPI,item_396
ORD104948,P1544,Groceries,4069.64,3885.57,5751.61,Pending,U3244,South,High,2024-02-19,4,Net Banking,item_71
ORD104949,P1347,Electronics,563.61,2969.89,4452.57,Processing,U2848,Central,Medium,2025-04-13,2,Credit Card,item_305
ORD104950,P1790,Books,2033.18,1613.64,4590.78,Processing,U2371,Central,High,2024-03-20,10,Debit Card,item_175
ORD104951,P1121,Toys,4114.62,3622.52,4451.79,Cancelled,U2597,East,Low,2024-09-19,14,Debit Card,item_321
ORD104952,P1669,Sports,2361.46,3089.83,2980.03,Completed,U2133,East,High,2025-03-25,13,Credit Card,item_377
ORD104953,P1848,Electronics,857.3,3077.26,1707.11,Processing,U3169,South,High,2024-02-04,16,Credit Card,item_278
ORD104954,P1314,Groceries,4415.65,1896.17,5276.11,Pending,U3439,Central,Low,2024-06-04,10,Credit Card,item_412
ORD104955,P1445,Furniture,4201.66,274.95,5421.57,Completed,U2764,East,Medium,2024-06-27,18,UPI,item_465
ORD104956,P1363,Furniture,3566.63,3206.54,7699.39,Cancelled,U2860,East,High,2025-02-19,13,COD,item_107
ORD104957,P1995,Books,,828.32,2139.78,Cancelled,U2310,East,Medium,2025-04-01,10,Debit Card,item_389
ORD104958,P1560,Books,4379.2,2545.2,5847.66,Refunded,U2242,Central,Medium,2025-01-11,4,COD,item_379
ORD104959,P1581,Sports,1501.7,2476.3,1273.89,Completed,U3490,Central,Low,2024-10-25,14,Debit Card,item_54
ORD104960,P1251,Groceries,3693.29,1967.93,7985.31,Cancelled,U3321,South,High,2025-01-11,15,UPI,item_334
ORD104961,P1108,Sports,,3380.2,3761.06,Pending,U3320,South,High,2024-06-26,15,Debit Card,item_150
ORD104962,P1964,Groceries,1729.27,1884.61,2252.82,Pending,U2957,North,High,2025-08-19,13,UPI,item_122
ORD104963,P1281,Groceries,1653.78,2191.95,2463.51,Refunded,U2339,North,High,2025-09-08,20,UPI,item_120
ORD104964,P1788,Sports,3231.94,3449.89,5432.77,Completed,U3312,North,Low,2024-10-08,16,UPI,item_362
ORD104965,P1242,Books,4483.68,3607.17,4357.76,Processing,U2164,South,Medium,2024-04-26,17,Credit Card,item_487
ORD104966,P1134,Furniture,3563.53,3862.73,7048.91,Pending,,North,Low,2025-01-20,18,Credit Card,item_347
ORD104967,P1335,Electronics,2417.93,3250.3,5392.38,Cancelled,U2194,North,Medium,2025-06-04,20,Debit Card,item_481
ORD104968,P1972,Furniture,2814.15,2000.05,2435.61,Refunded,U2327,North,Low,2024-10-25,11,UPI,item_342
ORD104969,P1898,Furniture,168.74,1453.17,7112.01,Processing,U2107,West,High,2024-04-14,10,UPI,item_98
ORD104970,P1378,Electronics,1725.17,2851.7,2861.94,Refunded,,Central,Medium,2025-03-18,10,Debit Card,item_112
ORD104971,P1052,Books,3477.17,423.27,3636.39,Pending,U2134,West,High,2024-08-29,20,UPI,item_160
ORD104972,P1936,Clothing,1968.24,3091.52,1485.35,Pending,U3019,West,High,2025-09-30,19,Net Banking,item_112
ORD104973,P1239,Groceries,1896.34,1397.84,2393.26,Completed,U3065,East,Medium,2025-09-26,5,UPI,item_277
ORD104974,P1593,Electronics,613.32,39.41,5100.42,Refunded,U3246,East,Medium,2024-03-12,14,COD,item_81
ORD104975,P1850,Furniture,4816.05,1146.55,1833.95,Pending,U2639,East,High,2025-04-29,5,Credit Card,item_121
ORD104976,P1419,Clothing,1638.33,587.97,4773.65,Refunded,,West,Low,2024-05-03,7,COD,item_92
ORD104977,P1514,Furniture,1366.74,3220.39,7199.95,Refunded,U3346,South,Low,2024-11-20,6,Net Banking,item_163
ORD104978,P1854,Electronics,1978.79,2524.4,7755.0,Refunded,U2342,Central,Low,2025-03-28,7,Credit Card,item_238
ORD104979,P1585,Clothing,3869.44,2827.59,6243.55,Refunded,U2926,West,Medium,2025-09-27,8,Credit Card,item_349
ORD104980,P1470,Clothing,3723.27,2504.35,4199.98,Pending,U3261,East,High,2024-03-21,13,UPI,item_486
ORD104981,P1083,Clothing,345.17,1823.09,7922.78,Processing,U2888,West,High,2025-02-28,20,UPI,item_7
ORD104982,P1320,Electronics,1133.65,2144.74,2796.58,Refunded,U2564,East,Medium,2024-12-26,6,Credit Card,item_126
ORD104983,P1111,Sports,2543.09,3585.02,503.86,Cancelled,U2503,Central,Low,2024-05-14,9,Debit Card,item_240
ORD104984,P1715,Books,759.57,538.24,100.79,Refunded,U2016,North,Medium,2024-12-30,11,Net Banking,item_212
ORD104985,P1082,Books,3925.12,2880.77,6183.27,Processing,U2720,South,High,2025-07-29,18,Debit Card,item_171
ORD104986,P1151,Groceries,4831.12,3908.62,5940.71,Refunded,U3428,Central,Low,2025-03-21,18,UPI,item_235
ORD104987,P1224,Furniture,1298.25,688.87,6070.31,Cancelled,U2031,South,Medium,2025-02-22,14,UPI,item_293
ORD104988,P1177,Furniture,2145.24,129.35,7674.22,Processing,U2596,West,Medium,2025-08-14,18,COD,item_5
ORD104989,P1957,Electronics,2154.7,715.68,1686.83,Refunded,U3479,East,Medium,2024-04-12,9,COD,item_228
ORD104990,P1158,Groceries,2998.58,3660.07,2609.75,Completed,U2821,Central,High,2025-02-17,7,UPI,item_366
ORD104991,P1802,Electronics,3172.03,3418.97,776.44,Cancelled,U2958,East,Medium,2025-03-02,7,Net Banking,item_156
ORD104992,P1307,Toys,161.63,3439.49,833.47,Completed,U2848,North,High,2025-01-14,13,Credit Card,item_410
ORD104993,P1292,Clothing,224.36,371.81,2826.92,Cancelled,U2458,South,Medium,2024-12-30,16,Debit Card,item_390
ORD104994,P1209,Toys,2384.88,1847.21,6459.17,Cancelled,U3045,Central,High,2024-05-13,9,Debit Card,item_421
ORD104995,P1001,Toys,2627.79,3202.6,1073.54,Refunded,U2097,South,Low,2024-07-31,2,UPI,item_457
ORD104996,P1051,Books,4401.54,3697.44,6314.75,Cancelled,U3287,West,Low,2025-09-01,1,Net Banking,item_19
ORD104997,P1805,Books,4528.41,2525.69,3152.62,Completed,U3234,West,Low,2025-02-12,2,Credit Card,item_301
ORD104998,P1289,Clothing,4827.33,3068.01,7580.78,Completed,U3418,South,Low,2024-09-01,6,Debit Card,item_395
ORD104999,P1212,Books,2763.21,305.73,3689.03,Completed,U2824,West,Medium,2024-01-16,5,Credit Card,item_463
ORD105000,P1755,Groceries,3829.01,1032.04,5949.97,Processing,U2998,Central,Low,2025-10-01,13,UPI,item_289
ORD105001,P1484,Books,4461.0,1817.61,6713.86,Pending,U3123,West,Medium,2024-03-12,5,Credit Card,item_300
ORD105002,P1867,Books,3257.72,2150.6,7481.37,Completed,U2810,East,High,2024-05-21,13,Debit Card,item_93
ORD105003,P1725,Clothing,3124.52,589.68,1940.67,Refunded,U2664,South,Medium,2025-03-04,16,Credit Card,item_62
ORD105004,P1016,Furniture,1635.61,585.99,1574.05,Refunded,U3064,East,High,2025-01-02,10,Debit Card,item_373
ORD105005,P1270,Sports,1803.65,96.38,6375.09,Refunded,U2522,North,Low,2024-11-04,2,Credit Card,item_147
ORD105006,P1429,Furniture,879.71,529.2,6121.54,Processing,U3240,East,Medium,2025-05-27,8,Debit Card,item_213
ORD105007,P1281,Furniture,2240.28,984.31,924.56,Refunded,U3258,Central,Medium,2025-02-25,11,Debit Card,item_274
ORD105008,P1579,Toys,3702.29,284.51,2503.02,Processing,U2489,South,Low,2025-06-22,5,Credit Card,item_477
ORD105009,P1380,Electronics,1571.39,3136.73,3960.59,Cancelled,U2778,Central,High,2024-07-17,12,COD,item_43
ORD105010,P1131,Groceries,4765.67,3280.85,2473.17,Completed,U2289,East,Low,2025-04-19,20,COD,item_303
ORD105011,P1731,Groceries,766.32,3661.73,2432.36,Completed,U2271,West,Low,2025-02-09,5,COD,item_76
ORD105012,P1113,Groceries,1015.35,2015.47,7496.24,Cancelled,U2848,West,High,2025-05-13,9,Debit Card,item_85
ORD105013,P1250,Groceries,1015.39,3435.69,7062.84,Processing,U3118,Central,Low,2025-09-08,7,Credit Card,item_86
ORD105014,P1546,Clothing,490.59,2035.72,6571.46,Pending,U3471,South,High,2025-01-25,12,COD,item_496
ORD105015,P1004,Groceries,1130.83,1732.91,6694.91,Cancelled,U3323,East,Medium,2024-12-12,14,Net Banking,item_332
ORD105016,P1799,Toys,2823.19,683.75,4552.67,Refunded,U2031,South,Medium,2025-08-23,17,Debit Card,item_69
ORD105017,P1921,Furniture,933.89,1431.74,5103.96,Pending,U2673,East,Medium,2024-04-10,9,Net Banking,item_446
ORD105018,P1983,Clothing,3173.63,3305.33,2692.28,Processing,U3371,East,Low,2024-03-17,9,COD,item_209
ORD105019,P1301,Clothing,2719.89,604.17,7065.7,Refunded,,North,High,2024-01-29,20,COD,item_23
ORD105020,P1879,Electronics,1763.65,2582.16,2668.53,Cancelled,U2590,East,High,2024-06-13,7,UPI,item_272
ORD105021,P1640,Books,3333.87,3502.71,6801.92,Completed,U2266,North,Medium,2024-11-27,8,Net Banking,item_383
ORD105022,P1501,Clothing,2367.74,2662.75,3636.27,Cancelled,U2374,South,Medium,2024-02-26,17,Debit Card,item_139
ORD105023,P1638,Clothing,1053.76,1589.08,1708.33,Processing,U2074,West,Medium,2025-02-05,10,COD,item_329
ORD105024,P1886,Groceries,3802.54,2257.66,1424.95,Pending,U3438,South,High,2025-07-09,18,UPI,item_306
ORD105025,P1926,Clothing,4787.1,1089.75,7138.55,Completed,U2668,North,Medium,2024-12-31,10,COD,item_380
ORD105026,P1666,Furniture,2737.04,1918.76,578.39,Processing,U2380,Central,Low,2025-01-13,11,UPI,item_282
ORD105027,P1707,Books,2461.29,365.46,3771.18,Completed,U2712,North,Medium,2024-07-31,5,Debit Card,item_104
ORD105028,P1619,Furniture,438.77,2197.72,7681.6,Refunded,,South,Medium,2024-03-05,13,COD,item_393
ORD105029,P1939,Clothing,4515.77,3921.86,1717.65,Processing,U2827,North,Low,2025-06-02,19,COD,item_29
ORD105030,P1407,Electronics,2952.97,1536.43,5868.74,Refunded,U3462,South,Medium,2025-05-02,4,UPI,item_378
ORD105031,P1922,Clothing,4814.78,1933.35,3274.74,Refunded,U2319,South,Medium,2025-03-20,5,Credit Card,item_364
ORD105032,P1702,Books,,2142.66,5613.35,Cancelled,U2153,North,High,2025-08-02,1,Net Banking,item_24
ORD105033,P1626,Furniture,965.31,1708.67,1829.46,Completed,U3471,East,High,2024-10-14,8,Net Banking,item_463
ORD105034,P1827,Groceries,1209.22,1594.31,1390.1,Cancelled,U2571,East,High,2025-01-27,7,Net Banking,item_184
ORD105035,P1415,Books,3326.52,1804.97,1740.56,Cancelled,U3172,East,High,2025-08-27,12,UPI,item_251
ORD105036,P1975,Groceries,,3195.35,3202.39,Cancelled,U2175,South,Medium,2024-06-08,1,Debit Card,item_198
ORD105037,P1034,Furniture,3787.49,1836.67,2172.36,Refunded,U2892,West,High,2024-02-15,9,UPI,item_233
ORD105038,P1100,Sports,3225.46,1998.95,3203.18,Refunded,U2944,East,Low,2024-08-22,5,COD,item_495
ORD105039,P1700,Sports,429.84,2258.68,3033.92,Processing,,Central,Medium,2024-07-21,18,COD,item_56
ORD105040,P1712,Electronics,4710.98,3397.17,2612.22,Completed,,West,Low,2025-02-14,13,Net Banking,item_186
ORD105041,P1443,Groceries,4482.81,782.74,4351.21,Pending,U2023,South,Medium,2025-03-07,17,Credit Card,item_402
ORD105042,P1070,Furniture,,2613.73,7795.95,Pending,U2092,East,Medium,2024-10-28,8,COD,item_344
ORD105043,P1552,Clothing,2486.58,3892.59,4401.04,Cancelled,U3286,North,Low,2024-09-25,17,Debit Card,item_40
ORD105044,P1071,Groceries,180.26,3628.6,6350.68,Cancelled,U2936,South,Medium,2024-04-06,14,COD,item_284
ORD105045,P1594,Clothing,2497.16,445.03,4861.95,Completed,U3186,South,High,2025-08-19,3,Credit Card,item_433
ORD105046,P1571,Furniture,4927.04,2440.78,6118.36,Pending,U2555,North,High,2025-04-03,16,COD,item_205
ORD105047,P1626,Toys,1341.6,79.87,3388.28,Completed,U2953,South,High,2024-06-30,14,Debit Card,item_306
ORD105048,P1378,Books,3942.98,746.22,6846.89,Processing,U2597,West,Medium,2024-02-16,20,COD,item_353
ORD105049,P1240,Clothing,3177.43,2393.53,7583.92,Completed,U2335,West,Medium,2024-09-18,4,Credit Card,item_275
ORD105050,P1901,Groceries,1860.24,1643.11,1144.13,Pending,U2624,North,Low,2025-03-13,14,Net Banking,item_463
ORD105051,P1144,Sports,3422.97,2376.96,4529.55,Cancelled,U2369,West,High,2025-04-09,2,COD,item_496
ORD105052,P1638,Clothing,,2081.27,7710.52,Refunded,U3154,South,Low,2024-09-12,10,UPI,item_320
ORD105053,P1005,Electronics,1816.05,2976.68,6511.76,Pending,U3379,East,Low,2025-01-31,18,Net Banking,item_433
ORD105054,P1376,Toys,877.63,3613.01,4231.16,Refunded,U2924,South,Low,2024-12-23,5,UPI,item_327
ORD105055,P1402,Books,1174.64,2323.71,3724.99,Completed,U2048,North,Low,2024-09-24,18,Credit Card,item_77
ORD105056,P1842,Furniture,689.24,3541.24,2783.42,Cancelled,U2226,East,Low,2025-04-04,3,COD,item_69
ORD105057,P1782,Books,1094.2,3207.77,2220.28,Cancelled,U3427,West,Low,2024-07-21,16,Net Banking,item_411
ORD105058,P1061,Sports,4558.1,3351.98,1904.65,Pending,,East,Low,2024-09-12,4,Credit Card,item_216
ORD105059,P1437,Books,2590.44,735.87,6256.63,Processing,U2980,South,High,2024-04-27,10,Debit Card,item_295
ORD105060,P1485,Sports,1578.28,2869.52,4286.82,Cancelled,U2855,East,Medium,2025-04-30,11,Net Banking,item_326
ORD105061,P1070,Clothing,,3632.97,1067.22,Processing,U2137,Central,Medium,2025-05-23,9,COD,item_65
ORD105062,P1475,Furniture,1565.64,2239.52,3913.17,Refunded,U2240,North,High,2024-09-09,9,Debit Card,item_443
ORD105063,P1756,Electronics,513.36,231.81,4161.61,Completed,U3291,East,Medium,2025-05-11,7,Credit Card,item_5
ORD105064,P1860,Toys,3172.38,3520.54,2016.84,Processing,U3357,North,Low,2025-02-18,5,COD,item_238
ORD105065,P1397,Furniture,,2132.76,911.78,Processing,U3363,Central,Low,2025-08-02,17,Credit Card,item_280
ORD105066,P1065,Books,2529.24,972.22,5072.71,Processing,U3287,West,Low,2025-06-29,5,UPI,item_442
ORD105067,P1525,Groceries,4002.08,1728.25,232.02,Pending,U3466,West,Medium,2025-09-09,11,Net Banking,item_474
ORD105068,P1096,Electronics,3925.28,3225.32,1724.08,Completed,U2317,East,High,2024-04-06,8,Credit Card,item_382
ORD105069,P1319,Clothing,3596.44,1637.78,4933.26,Processing,U3134,West,High,2025-06-19,2,Credit Card,item_227
ORD105070,P1290,Clothing,1892.56,429.93,3858.36,Refunded,U3493,West,Low,2024-05-03,18,Debit Card,item_292
ORD105071,P1252,Furniture,304.13,1687.39,264.84,Cancelled,U2403,South,Medium,2024-08-26,15,Credit Card,item_389
ORD105072,P1654,Books,3473.49,410.63,2983.82,Processing,U2550,North,High,2025-05-15,17,COD,item_403
ORD105073,P1204,Furniture,3762.8,3308.86,2041.9,Completed,U2666,West,High,2025-04-28,13,COD,item_266
ORD105074,P1292,Toys,1336.53,3398.79,5824.46,Refunded,U2355,South,Medium,2025-08-30,13,Net Banking,item_150
ORD105075,P1589,Groceries,245.66,3023.57,1888.08,Processing,U2402,South,High,2025-05-17,8,Debit Card,item_452
ORD105076,P1381,Clothing,4326.33,3963.15,3492.89,Completed,U2045,South,High,2024-06-02,10,Debit Card,item_476
ORD105077,P1023,Books,1218.24,3024.82,808.78,Processing,U3475,South,Medium,2024-05-24,19,Debit Card,item_403
ORD105078,P1037,Sports,968.24,990.02,513.93,Processing,U2119,East,Medium,2024-12-14,16,Net Banking,item_351
ORD105079,P1092,Clothing,2870.81,465.3,2773.97,Refunded,U2378,North,Low,2024-07-17,17,Credit Card,item_368
ORD105080,P1161,Furniture,4425.42,1595.64,5525.82,Cancelled,,South,Medium,2024-08-30,16,COD,item_220
ORD105081,P1801,Toys,2243.94,2539.84,5597.85,Completed,U2514,Central,Medium,2025-04-19,7,COD,item_376
ORD105082,P1950,Sports,1938.48,680.36,4246.46,Cancelled,U2856,South,Low,2025-03-09,6,UPI,item_474
ORD105083,P1102,Groceries,3751.8,3293.53,5030.89,Refunded,U3497,West,Medium,2024-05-23,11,Credit Card,item_415
ORD105084,P1622,Furniture,2575.63,1380.79,4894.75,Refunded,U3472,Central,Medium,2025-05-05,1,COD,item_313
ORD105085,P1803,Clothing,4587.78,3528.63,4030.1,Pending,U2363,West,Low,2025-03-09,6,Net Banking,item_235
ORD105086,P1293,Books,3476.96,3888.63,4895.45,Cancelled,U2761,South,Low,2025-04-20,13,Credit Card,item_495
ORD105087,P1694,Groceries,1528.57,2929.79,7205.27,Refunded,U2916,East,Medium,2025-03-28,15,UPI,item_251
ORD105088,P1248,Sports,1403.34,1524.43,6045.55,Pending,U3478,West,Low,2024-03-20,14,Debit Card,item_191
ORD105089,P1621,Clothing,800.04,407.48,437.66,Pending,U2145,North,Low,2025-04-27,9,Debit Card,item_425
ORD105090,P1413,Furniture,453.8,3192.62,4604.35,Refunded,U3407,Central,Low,2024-05-24,10,Credit Card,item_134
ORD105091,P1100,Furniture,3143.04,1891.82,7401.79,Processing,,South,Medium,2024-04-21,11,Debit Card,item_343
ORD105092,P1755,Electronics,3055.0,3346.82,6084.71,Cancelled,,West,High,2024-12-23,17,UPI,item_80
ORD105093,P1648,Groceries,204.4,1553.03,4583.69,Pending,U2019,East,High,2024-06-28,11,Credit Card,item_408
ORD105094,P1864,Sports,4316.75,2528.85,1218.53,Pending,U2818,West,High,2024-11-01,9,COD,item_34
ORD105095,P1812,Clothing,786.2,116.29,7902.0,Processing,U2223,South,Low,2024-01-31,9,Net Banking,item_279
ORD105096,P1126,Sports,3972.68,2207.91,675.01,Pending,U2185,East,High,2024-02-03,19,Credit Card,item_479
ORD105097,P1232,Clothing,3511.08,1739.94,5091.29,Completed,U2625,East,Low,2025-06-15,15,UPI,item_380
ORD105098,P1831,Furniture,4472.72,1223.03,6776.99,Cancelled,U2103,Central,Low,2025-04-16,15,Credit Card,item_85
ORD105099,P1185,Books,1965.41,1599.87,4385.04,Processing,U2704,South,Medium,2024-06-09,15,Net Banking,item_473
ORD105100,P1426,Sports,4429.57,3175.18,3255.03,Cancelled,U2796,North,Low,2024-07-09,14,Credit Card,item_486
ORD105101,P1216,Clothing,4019.08,900.31,6213.31,Processing,U2547,East,High,2025-09-29,19,UPI,item_345
ORD105102,P1748,Sports,1249.68,244.91,2350.69,Refunded,U2938,North,Low,2025-01-03,10,COD,item_56
ORD105103,P1840,Toys,4342.66,3969.59,4972.47,Completed,U2943,West,Medium,2024-03-21,5,Credit Card,item_146
ORD105104,P1766,Furniture,3540.27,3964.95,4233.59,Completed,U2407,North,High,2024-05-01,3,Net Banking,item_90
ORD105105,P1591,Electronics,718.51,2738.12,1937.78,Pending,U2736,Central,High,2024-08-02,11,COD,item_450
ORD105106,P1091,Groceries,1373.9,3339.97,6907.33,Refunded,U2174,East,High,2025-07-27,1,Net Banking,item_393
ORD105107,P1222,Toys,360.65,3971.99,6231.97,Processing,U2780,North,Low,2024-07-20,9,UPI,item_288
ORD105108,P1871,Clothing,1025.37,2312.3,7656.1,Cancelled,U3258,East,Low,2024-09-18,10,Net Banking,item_318
ORD105109,P1659,Clothing,3064.27,1751.25,4039.18,Refunded,U3231,Central,Medium,2024-10-28,5,UPI,item_57
ORD105110,P1451,Clothing,1169.15,1590.12,2415.84,Processing,U2504,North,High,2025-07-08,11,Credit Card,item_161
ORD105111,P1981,Groceries,1073.46,1088.73,497.27,Refunded,U2961,South,High,2024-04-30,8,Debit Card,item_362
ORD105112,P1325,Furniture,1204.32,368.1,5709.25,Processing,U2248,North,Low,2024-04-14,14,Net Banking,item_211
ORD105113,P1106,Groceries,1576.28,545.19,480.01,Processing,U2715,South,Low,2024-11-19,15,Net Banking,item_168
ORD105114,P1053,Electronics,3983.31,1035.29,5916.59,Pending,U2413,East,Low,2025-01-24,16,Credit Card,item_59
ORD105115,P1942,Furniture,479.61,3844.4,2376.91,Refunded,U2859,East,Medium,2024-02-04,17,UPI,item_248
ORD105116,P1517,Groceries,264.64,2938.88,5624.5,Completed,,East,Medium,2024-06-28,2,Net Banking,item_51
ORD105117,P1980,Electronics,1379.74,3196.86,249.17,Processing,U2856,North,Medium,2024-08-29,5,Net Banking,item_476
ORD105118,P1940,Groceries,4220.44,643.28,527.87,Pending,,East,Low,2025-07-15,6,COD,item_399
ORD105119,P1032,Sports,3209.88,1667.75,5576.09,Completed,U2804,North,Medium,2025-06-04,16,UPI,item_499
ORD105120,P1109,Toys,,54.51,3252.36,Pending,U3460,North,High,2024-01-18,5,COD,item_223
ORD105121,P1019,Clothing,3309.15,1558.77,5719.37,Pending,U2168,South,Low,2024-11-12,5,Debit Card,item_27
ORD105122,P1920,Furniture,1780.69,1720.06,7309.97,Completed,U2244,North,Low,2024-12-07,20,Credit Card,item_183
ORD105123,P1207,Groceries,709.58,314.81,2416.37,Pending,U2522,East,Low,2025-05-30,13,UPI,item_54
ORD105124,P1463,Electronics,,3588.66,5156.15,Completed,U2945,South,Medium,2024-01-01,9,COD,item_206
ORD105125,P1904,Furniture,1249.22,2167.78,7748.07,Refunded,U2056,West,High,2024-06-28,13,Debit Card,item_292
ORD105126,P1868,Toys,1688.84,3657.55,6834.67,Processing,U2478,West,Medium,2024-03-26,10,COD,item_198
ORD105127,P1106,Clothing,4962.6,1265.92,6654.29,Pending,U3028,Central,Low,2025-09-04,15,COD,item_324
ORD105128,P1173,Clothing,858.64,381.26,2356.13,Cancelled,U3327,West,High,2024-06-13,6,UPI,item_120
ORD105129,P1874,Sports,3665.36,3847.36,6717.44,Pending,U3352,West,Medium,2024-07-14,18,UPI,item_237
ORD105130,P1697,Toys,1480.68,2114.13,7884.15,Processing,U2545,Central,High,2024-04-10,10,UPI,item_273
ORD105131,P1022,Toys,1813.68,2101.61,7554.04,Processing,U2742,North,Medium,2025-01-05,9,Net Banking,item_367
ORD105132,P1822,Books,584.06,1558.71,6570.49,Refunded,U3459,Central,Low,2024-10-03,19,Net Banking,item_323
